,metric,value,step,version_tag
58,Loss/Total Loss (Train),79.76162719726562,58.0,version_2
59,Loss/Total Loss (Train),79.2541275024414,59.0,version_2
60,Loss/Total Loss (Train),79.11691284179688,60.0,version_2
61,Loss/Total Loss (Train),79.17784881591797,61.0,version_2
62,Loss/Total Loss (Train),78.80999755859375,62.0,version_2
63,Loss/Total Loss (Train),78.4402084350586,63.0,version_2
64,Loss/Total Loss (Train),78.2976303100586,64.0,version_2
65,Loss/Total Loss (Train),77.87548828125,65.0,version_2
66,Loss/Total Loss (Train),77.58516693115234,66.0,version_2
67,Loss/Total Loss (Train),77.56424713134766,67.0,version_2
68,Loss/Total Loss (Train),77.1409912109375,68.0,version_2
69,Loss/Total Loss (Train),76.91619110107422,69.0,version_2
70,Loss/Total Loss (Train),76.51861572265625,70.0,version_2
71,Loss/Total Loss (Train),76.57335662841797,71.0,version_2
72,Loss/Total Loss (Train),76.28641510009766,72.0,version_2
73,Loss/Total Loss (Train),75.93063354492188,73.0,version_2
74,Loss/Total Loss (Train),76.07473754882812,74.0,version_2
75,Loss/Total Loss (Train),75.41590118408203,75.0,version_2
76,Loss/Total Loss (Train),75.35474395751953,76.0,version_2
77,Loss/Total Loss (Train),74.95050048828125,77.0,version_2
78,Loss/Total Loss (Train),74.41914367675781,78.0,version_2
79,Loss/Total Loss (Train),74.29821014404297,79.0,version_2
80,Loss/Total Loss (Train),74.05034637451172,80.0,version_2
81,Loss/Total Loss (Train),73.7896499633789,81.0,version_2
82,Loss/Total Loss (Train),73.49090576171875,82.0,version_2
83,Loss/Total Loss (Train),73.12639617919922,83.0,version_2
84,Loss/Total Loss (Train),72.90336608886719,84.0,version_2
85,Loss/Total Loss (Train),72.3388442993164,85.0,version_2
86,Loss/Total Loss (Train),72.10982513427734,86.0,version_2
87,Loss/Total Loss (Train),71.71388244628906,87.0,version_2
88,Loss/Total Loss (Train),71.32801055908203,88.0,version_2
89,Loss/Total Loss (Train),71.06970977783203,89.0,version_2
90,Loss/Total Loss (Train),70.89913177490234,90.0,version_2
91,Loss/Total Loss (Train),70.4827651977539,91.0,version_2
92,Loss/Total Loss (Train),70.27518463134766,92.0,version_2
93,Loss/Total Loss (Train),69.86254119873047,93.0,version_2
94,Loss/Total Loss (Train),69.63182067871094,94.0,version_2
95,Loss/Total Loss (Train),69.44792938232422,95.0,version_2
96,Loss/Total Loss (Train),69.13107299804688,96.0,version_2
97,Loss/Total Loss (Train),69.01586151123047,97.0,version_2
98,Loss/Total Loss (Train),68.6869888305664,98.0,version_2
99,Loss/Total Loss (Train),68.05171966552734,99.0,version_2
100,Loss/Total Loss (Train),68.26158905029297,100.0,version_2
101,Loss/Total Loss (Train),67.80613708496094,101.0,version_2
102,Loss/Total Loss (Train),67.75543975830078,102.0,version_2
103,Loss/Total Loss (Train),67.5307388305664,103.0,version_2
104,Loss/Total Loss (Train),67.33349609375,104.0,version_2
105,Loss/Total Loss (Train),67.25653076171875,105.0,version_2
106,Loss/Total Loss (Train),67.02640533447266,106.0,version_2
107,Loss/Total Loss (Train),66.77083587646484,107.0,version_2
108,Loss/Total Loss (Train),66.61412048339844,108.0,version_2
109,Loss/Total Loss (Train),66.54254150390625,109.0,version_2
110,Loss/Total Loss (Train),66.17501831054688,110.0,version_2
111,Loss/Total Loss (Train),66.18246459960938,111.0,version_2
112,Loss/Total Loss (Train),65.83930206298828,112.0,version_2
113,Loss/Total Loss (Train),65.56097412109375,113.0,version_2
114,Loss/Total Loss (Train),65.57514953613281,114.0,version_2
115,Loss/Total Loss (Train),65.18721008300781,115.0,version_2
116,Loss/Total Loss (Train),65.09075927734375,116.0,version_2
117,Loss/Total Loss (Train),64.93541717529297,117.0,version_2
118,Loss/Total Loss (Train),64.8675537109375,118.0,version_2
119,Loss/Total Loss (Train),64.7632827758789,119.0,version_2
120,Loss/Total Loss (Train),64.37775421142578,120.0,version_2
121,Loss/Total Loss (Train),64.43563079833984,121.0,version_2
122,Loss/Total Loss (Train),64.0331039428711,122.0,version_2
123,Loss/Total Loss (Train),64.1142807006836,123.0,version_2
124,Loss/Total Loss (Train),64.02893829345703,124.0,version_2
125,Loss/Total Loss (Train),63.909461975097656,125.0,version_2
126,Loss/Total Loss (Train),63.66880416870117,126.0,version_2
127,Loss/Total Loss (Train),63.5372428894043,127.0,version_2
128,Loss/Total Loss (Train),63.42363739013672,128.0,version_2
129,Loss/Total Loss (Train),63.14629364013672,129.0,version_2
130,Loss/Total Loss (Train),62.895545959472656,130.0,version_2
131,Loss/Total Loss (Train),63.16310501098633,131.0,version_2
132,Loss/Total Loss (Train),62.936859130859375,132.0,version_2
133,Loss/Total Loss (Train),62.72481918334961,133.0,version_2
134,Loss/Total Loss (Train),62.73604202270508,134.0,version_2
135,Loss/Total Loss (Train),62.34739303588867,135.0,version_2
136,Loss/Total Loss (Train),62.258365631103516,136.0,version_2
137,Loss/Total Loss (Train),62.38365173339844,137.0,version_2
138,Loss/Total Loss (Train),61.90861892700195,138.0,version_2
139,Loss/Total Loss (Train),62.02748489379883,139.0,version_2
140,Loss/Total Loss (Train),61.956871032714844,140.0,version_2
141,Loss/Total Loss (Train),61.83122253417969,141.0,version_2
142,Loss/Total Loss (Train),61.595664978027344,142.0,version_2
143,Loss/Total Loss (Train),61.46638870239258,143.0,version_2
144,Loss/Total Loss (Train),61.33684158325195,144.0,version_2
145,Loss/Total Loss (Train),61.250465393066406,145.0,version_2
146,Loss/Total Loss (Train),61.22940444946289,146.0,version_2
147,Loss/Total Loss (Train),60.90031051635742,147.0,version_2
148,Loss/Total Loss (Train),60.77505111694336,148.0,version_2
149,Loss/Total Loss (Train),60.86283493041992,149.0,version_2
150,Loss/Total Loss (Train),60.813865661621094,150.0,version_2
151,Loss/Total Loss (Train),60.87004089355469,151.0,version_2
152,Loss/Total Loss (Train),60.28402328491211,152.0,version_2
153,Loss/Total Loss (Train),60.263710021972656,153.0,version_2
154,Loss/Total Loss (Train),60.36498260498047,154.0,version_2
155,Loss/Total Loss (Train),60.13381576538086,155.0,version_2
156,Loss/Total Loss (Train),59.84651565551758,156.0,version_2
157,Loss/Total Loss (Train),59.954620361328125,157.0,version_2
158,Loss/Total Loss (Train),59.866554260253906,158.0,version_2
159,Loss/Total Loss (Train),59.706565856933594,159.0,version_2
160,Loss/Total Loss (Train),59.58235168457031,160.0,version_2
161,Loss/Total Loss (Train),59.407806396484375,161.0,version_2
162,Loss/Total Loss (Train),59.352203369140625,162.0,version_2
163,Loss/Total Loss (Train),59.266361236572266,163.0,version_2
164,Loss/Total Loss (Train),59.40296936035156,164.0,version_2
165,Loss/Total Loss (Train),59.248016357421875,165.0,version_2
166,Loss/Total Loss (Train),59.02854919433594,166.0,version_2
167,Loss/Total Loss (Train),58.853092193603516,167.0,version_2
168,Loss/Total Loss (Train),58.80099868774414,168.0,version_2
169,Loss/Total Loss (Train),58.73417663574219,169.0,version_2
170,Loss/Total Loss (Train),58.54506301879883,170.0,version_2
171,Loss/Total Loss (Train),58.57608413696289,171.0,version_2
172,Loss/Total Loss (Train),58.28473663330078,172.0,version_2
173,Loss/Total Loss (Train),58.179115295410156,173.0,version_2
174,Loss/Total Loss (Train),58.199668884277344,174.0,version_2
175,Loss/Total Loss (Train),58.19060516357422,175.0,version_2
176,Loss/Total Loss (Train),57.92253875732422,176.0,version_2
177,Loss/Total Loss (Train),58.04062271118164,177.0,version_2
178,Loss/Total Loss (Train),58.03409957885742,178.0,version_2
179,Loss/Total Loss (Train),57.73352813720703,179.0,version_2
180,Loss/Total Loss (Train),57.836917877197266,180.0,version_2
181,Loss/Reconstruction Loss (Train),693.8782348632812,0.0,version_2
182,Loss/Reconstruction Loss (Train),282.00469970703125,1.0,version_2
183,Loss/Reconstruction Loss (Train),196.5216827392578,2.0,version_2
184,Loss/Reconstruction Loss (Train),134.65994262695312,3.0,version_2
185,Loss/Reconstruction Loss (Train),115.87802124023438,4.0,version_2
186,Loss/Reconstruction Loss (Train),104.697998046875,5.0,version_2
187,Loss/Reconstruction Loss (Train),96.79486083984375,6.0,version_2
188,Loss/Reconstruction Loss (Train),90.65127563476562,7.0,version_2
189,Loss/Reconstruction Loss (Train),86.59932708740234,8.0,version_2
190,Loss/Reconstruction Loss (Train),83.09365844726562,9.0,version_2
191,Loss/Reconstruction Loss (Train),80.89812469482422,10.0,version_2
192,Loss/Reconstruction Loss (Train),78.8637924194336,11.0,version_2
193,Loss/Reconstruction Loss (Train),77.5906753540039,12.0,version_2
194,Loss/Reconstruction Loss (Train),76.30400848388672,13.0,version_2
195,Loss/Reconstruction Loss (Train),75.75238037109375,14.0,version_2
196,Loss/Reconstruction Loss (Train),75.11939239501953,15.0,version_2
197,Loss/Reconstruction Loss (Train),74.61347961425781,16.0,version_2
198,Loss/Reconstruction Loss (Train),74.19808959960938,17.0,version_2
199,Loss/Reconstruction Loss (Train),73.5038070678711,18.0,version_2
200,Loss/Reconstruction Loss (Train),73.20027923583984,19.0,version_2
201,Loss/Reconstruction Loss (Train),73.04434204101562,20.0,version_2
202,Loss/Reconstruction Loss (Train),72.20626068115234,21.0,version_2
203,Loss/Reconstruction Loss (Train),72.0026626586914,22.0,version_2
204,Loss/Reconstruction Loss (Train),72.1420669555664,23.0,version_2
205,Loss/Reconstruction Loss (Train),71.55570983886719,24.0,version_2
206,Loss/Reconstruction Loss (Train),71.30934143066406,25.0,version_2
207,Loss/Reconstruction Loss (Train),71.07366180419922,26.0,version_2
208,Loss/Reconstruction Loss (Train),70.64327239990234,27.0,version_2
209,Loss/Reconstruction Loss (Train),70.74150085449219,28.0,version_2
210,Loss/Reconstruction Loss (Train),70.19170379638672,29.0,version_2
211,Loss/Reconstruction Loss (Train),70.15255737304688,30.0,version_2
212,Loss/Reconstruction Loss (Train),69.9671859741211,31.0,version_2
213,Loss/Reconstruction Loss (Train),69.58525848388672,32.0,version_2
214,Loss/Reconstruction Loss (Train),68.96371459960938,33.0,version_2
215,Loss/Reconstruction Loss (Train),68.8316421508789,34.0,version_2
216,Loss/Reconstruction Loss (Train),68.37974548339844,35.0,version_2
217,Loss/Reconstruction Loss (Train),68.71519470214844,36.0,version_2
218,Loss/Reconstruction Loss (Train),68.06407928466797,37.0,version_2
219,Loss/Reconstruction Loss (Train),67.85643005371094,38.0,version_2
220,Loss/Reconstruction Loss (Train),67.69732666015625,39.0,version_2
221,Loss/Reconstruction Loss (Train),67.33680725097656,40.0,version_2
222,Loss/Reconstruction Loss (Train),67.1672134399414,41.0,version_2
223,Loss/Reconstruction Loss (Train),66.89192199707031,42.0,version_2
224,Loss/Reconstruction Loss (Train),66.44010925292969,43.0,version_2
225,Loss/Reconstruction Loss (Train),66.4245834350586,44.0,version_2
226,Loss/Reconstruction Loss (Train),66.23209381103516,45.0,version_2
227,Loss/Reconstruction Loss (Train),65.83129119873047,46.0,version_2
228,Loss/Reconstruction Loss (Train),65.82138061523438,47.0,version_2
229,Loss/Reconstruction Loss (Train),65.6001205444336,48.0,version_2
230,Loss/Reconstruction Loss (Train),65.13884735107422,49.0,version_2
231,Loss/Reconstruction Loss (Train),65.00289916992188,50.0,version_2
232,Loss/Reconstruction Loss (Train),64.85579681396484,51.0,version_2
233,Loss/Reconstruction Loss (Train),64.47950744628906,52.0,version_2
234,Loss/Reconstruction Loss (Train),64.12047576904297,53.0,version_2
235,Loss/Reconstruction Loss (Train),63.946102142333984,54.0,version_2
236,Loss/Reconstruction Loss (Train),63.98452377319336,55.0,version_2
237,Loss/Reconstruction Loss (Train),63.58326721191406,56.0,version_2
238,Loss/Reconstruction Loss (Train),63.30773162841797,57.0,version_2
239,Loss/Reconstruction Loss (Train),63.16719055175781,58.0,version_2
240,Loss/Reconstruction Loss (Train),62.64513397216797,59.0,version_2
241,Loss/Reconstruction Loss (Train),62.50086975097656,60.0,version_2
242,Loss/Reconstruction Loss (Train),62.540164947509766,61.0,version_2
243,Loss/Reconstruction Loss (Train),62.136619567871094,62.0,version_2
244,Loss/Reconstruction Loss (Train),61.74674987792969,63.0,version_2
245,Loss/Reconstruction Loss (Train),61.580440521240234,64.0,version_2
246,Loss/Reconstruction Loss (Train),61.12046813964844,65.0,version_2
247,Loss/Reconstruction Loss (Train),60.83366012573242,66.0,version_2
248,Loss/Reconstruction Loss (Train),60.784847259521484,67.0,version_2
249,Loss/Reconstruction Loss (Train),60.35128402709961,68.0,version_2
250,Loss/Reconstruction Loss (Train),60.09147262573242,69.0,version_2
251,Loss/Reconstruction Loss (Train),59.673404693603516,70.0,version_2
252,Loss/Reconstruction Loss (Train),59.70615768432617,71.0,version_2
253,Loss/Reconstruction Loss (Train),59.41215515136719,72.0,version_2
254,Loss/Reconstruction Loss (Train),59.03754425048828,73.0,version_2
255,Loss/Reconstruction Loss (Train),59.18036651611328,74.0,version_2
256,Loss/Reconstruction Loss (Train),58.45676803588867,75.0,version_2
257,Loss/Reconstruction Loss (Train),58.38740539550781,76.0,version_2
258,Loss/Reconstruction Loss (Train),57.951480865478516,77.0,version_2
259,Loss/Reconstruction Loss (Train),57.3932991027832,78.0,version_2
260,Loss/Reconstruction Loss (Train),57.28620147705078,79.0,version_2
261,Loss/Reconstruction Loss (Train),57.01626968383789,80.0,version_2
262,Loss/Reconstruction Loss (Train),56.7164306640625,81.0,version_2
263,Loss/Reconstruction Loss (Train),56.38762283325195,82.0,version_2
264,Loss/Reconstruction Loss (Train),55.9996452331543,83.0,version_2
265,Loss/Reconstruction Loss (Train),55.74993896484375,84.0,version_2
266,Loss/Reconstruction Loss (Train),55.17546081542969,85.0,version_2
267,Loss/Reconstruction Loss (Train),54.89958572387695,86.0,version_2
268,Loss/Reconstruction Loss (Train),54.48356628417969,87.0,version_2
269,Loss/Reconstruction Loss (Train),54.088539123535156,88.0,version_2
270,Loss/Reconstruction Loss (Train),53.80934143066406,89.0,version_2
271,Loss/Reconstruction Loss (Train),53.60640335083008,90.0,version_2
272,Loss/Reconstruction Loss (Train),53.204776763916016,91.0,version_2
273,Loss/Reconstruction Loss (Train),52.96931457519531,92.0,version_2
274,Loss/Reconstruction Loss (Train),52.51469039916992,93.0,version_2
275,Loss/Reconstruction Loss (Train),52.26836013793945,94.0,version_2
276,Loss/Reconstruction Loss (Train),52.06929397583008,95.0,version_2
277,Loss/Reconstruction Loss (Train),51.71656036376953,96.0,version_2
278,Loss/Reconstruction Loss (Train),51.58396911621094,97.0,version_2
279,Loss/Reconstruction Loss (Train),51.26786422729492,98.0,version_2
280,Loss/Reconstruction Loss (Train),50.614418029785156,99.0,version_2
281,Loss/Reconstruction Loss (Train),50.81898498535156,100.0,version_2
282,Loss/Reconstruction Loss (Train),50.342445373535156,101.0,version_2
283,Loss/Reconstruction Loss (Train),50.27449417114258,102.0,version_2
284,Loss/Reconstruction Loss (Train),50.02434158325195,103.0,version_2
285,Loss/Reconstruction Loss (Train),49.8200569152832,104.0,version_2
286,Loss/Reconstruction Loss (Train),49.723289489746094,105.0,version_2
287,Loss/Reconstruction Loss (Train),49.49448013305664,106.0,version_2
288,Loss/Reconstruction Loss (Train),49.23149490356445,107.0,version_2
289,Loss/Reconstruction Loss (Train),49.06500244140625,108.0,version_2
290,Loss/Reconstruction Loss (Train),48.96250915527344,109.0,version_2
291,Loss/Reconstruction Loss (Train),48.573143005371094,110.0,version_2
292,Loss/Reconstruction Loss (Train),48.57672119140625,111.0,version_2
293,Loss/Reconstruction Loss (Train),48.22407913208008,112.0,version_2
294,Loss/Reconstruction Loss (Train),47.92598342895508,113.0,version_2
295,Loss/Reconstruction Loss (Train),47.93170928955078,114.0,version_2
296,Loss/Reconstruction Loss (Train),47.535240173339844,115.0,version_2
297,Loss/Reconstruction Loss (Train),47.41838836669922,116.0,version_2
298,Loss/Reconstruction Loss (Train),47.26923751831055,117.0,version_2
299,Loss/Reconstruction Loss (Train),47.17464828491211,118.0,version_2
300,Loss/Reconstruction Loss (Train),47.07327651977539,119.0,version_2
301,Loss/Reconstruction Loss (Train),46.676612854003906,120.0,version_2
302,Loss/Reconstruction Loss (Train),46.75377655029297,121.0,version_2
303,Loss/Reconstruction Loss (Train),46.31459045410156,122.0,version_2
304,Loss/Reconstruction Loss (Train),46.40929412841797,123.0,version_2
305,Loss/Reconstruction Loss (Train),46.30137252807617,124.0,version_2
306,Loss/Reconstruction Loss (Train),46.15910720825195,125.0,version_2
307,Loss/Reconstruction Loss (Train),45.90785217285156,126.0,version_2
308,Loss/Reconstruction Loss (Train),45.763484954833984,127.0,version_2
309,Loss/Reconstruction Loss (Train),45.6373291015625,128.0,version_2
310,Loss/Reconstruction Loss (Train),45.363807678222656,129.0,version_2
311,Loss/Reconstruction Loss (Train),45.10922622680664,130.0,version_2
312,Loss/Reconstruction Loss (Train),45.35707473754883,131.0,version_2
313,Loss/Reconstruction Loss (Train),45.13087463378906,132.0,version_2
314,Loss/Reconstruction Loss (Train),44.914608001708984,133.0,version_2
315,Loss/Reconstruction Loss (Train),44.92597579956055,134.0,version_2
316,Loss/Reconstruction Loss (Train),44.48573303222656,135.0,version_2
317,Loss/Reconstruction Loss (Train),44.41929626464844,136.0,version_2
318,Loss/Reconstruction Loss (Train),44.55729293823242,137.0,version_2
319,Loss/Reconstruction Loss (Train),44.041385650634766,138.0,version_2
320,Loss/Reconstruction Loss (Train),44.171836853027344,139.0,version_2
321,Loss/Reconstruction Loss (Train),44.06725311279297,140.0,version_2
322,Loss/Reconstruction Loss (Train),43.929630279541016,141.0,version_2
323,Loss/Reconstruction Loss (Train),43.68986129760742,142.0,version_2
324,Loss/Reconstruction Loss (Train),43.539249420166016,143.0,version_2
325,Loss/Reconstruction Loss (Train),43.43408966064453,144.0,version_2
326,Loss/Reconstruction Loss (Train),43.31957244873047,145.0,version_2
327,Loss/Reconstruction Loss (Train),43.290645599365234,146.0,version_2
328,Loss/Reconstruction Loss (Train),42.93153381347656,147.0,version_2
329,Loss/Reconstruction Loss (Train),42.797000885009766,148.0,version_2
330,Loss/Reconstruction Loss (Train),42.878692626953125,149.0,version_2
331,Loss/Reconstruction Loss (Train),42.84547424316406,150.0,version_2
332,Loss/Reconstruction Loss (Train),42.893680572509766,151.0,version_2
333,Loss/Reconstruction Loss (Train),42.31210708618164,152.0,version_2
334,Loss/Reconstruction Loss (Train),42.2628059387207,153.0,version_2
335,Loss/Reconstruction Loss (Train),42.37024688720703,154.0,version_2
336,Loss/Reconstruction Loss (Train),42.09169006347656,155.0,version_2
337,Loss/Reconstruction Loss (Train),41.79983901977539,156.0,version_2
338,Loss/Reconstruction Loss (Train),41.902801513671875,157.0,version_2
339,Loss/Reconstruction Loss (Train),41.7999267578125,158.0,version_2
340,Loss/Reconstruction Loss (Train),41.648677825927734,159.0,version_2
341,Loss/Reconstruction Loss (Train),41.50981140136719,160.0,version_2
342,Loss/Reconstruction Loss (Train),41.320472717285156,161.0,version_2
343,Loss/Reconstruction Loss (Train),41.260169982910156,162.0,version_2
344,Loss/Reconstruction Loss (Train),41.18252944946289,163.0,version_2
345,Loss/Reconstruction Loss (Train),41.30108642578125,164.0,version_2
346,Loss/Reconstruction Loss (Train),41.13850402832031,165.0,version_2
347,Loss/Reconstruction Loss (Train),40.906700134277344,166.0,version_2
348,Loss/Reconstruction Loss (Train),40.71719741821289,167.0,version_2
349,Loss/Reconstruction Loss (Train),40.67206954956055,168.0,version_2
350,Loss/Reconstruction Loss (Train),40.60674285888672,169.0,version_2
351,Loss/Reconstruction Loss (Train),40.37492752075195,170.0,version_2
352,Loss/Reconstruction Loss (Train),40.42345428466797,171.0,version_2
353,Loss/Reconstruction Loss (Train),40.133216857910156,172.0,version_2
354,Loss/Reconstruction Loss (Train),39.97716522216797,173.0,version_2
355,Loss/Reconstruction Loss (Train),40.023521423339844,174.0,version_2
356,Loss/Reconstruction Loss (Train),40.00132369995117,175.0,version_2
357,Loss/Reconstruction Loss (Train),39.730587005615234,176.0,version_2
358,Loss/Reconstruction Loss (Train),39.82270812988281,177.0,version_2
359,Loss/Reconstruction Loss (Train),39.827640533447266,178.0,version_2
360,Loss/Reconstruction Loss (Train),39.521820068359375,179.0,version_2
361,Loss/Reconstruction Loss (Train),39.63172149658203,180.0,version_2
362,Loss/Total KLD Loss (Train),0.0,0.0,version_2
363,Loss/Total KLD Loss (Train),6.558097839355469,1.0,version_2
364,Loss/Total KLD Loss (Train),8.115188598632812,2.0,version_2
365,Loss/Total KLD Loss (Train),10.293893814086914,3.0,version_2
366,Loss/Total KLD Loss (Train),11.409403800964355,4.0,version_2
367,Loss/Total KLD Loss (Train),12.033271789550781,5.0,version_2
368,Loss/Total KLD Loss (Train),12.71390438079834,6.0,version_2
369,Loss/Total KLD Loss (Train),13.425542831420898,7.0,version_2
370,Loss/Total KLD Loss (Train),14.085152626037598,8.0,version_2
371,Loss/Total KLD Loss (Train),14.667915344238281,9.0,version_2
372,Loss/Total KLD Loss (Train),15.10983657836914,10.0,version_2
373,Loss/Total KLD Loss (Train),15.403918266296387,11.0,version_2
374,Loss/Total KLD Loss (Train),15.573311805725098,12.0,version_2
375,Loss/Total KLD Loss (Train),15.684581756591797,13.0,version_2
376,Loss/Total KLD Loss (Train),15.71749210357666,14.0,version_2
377,Loss/Total KLD Loss (Train),15.765450477600098,15.0,version_2
378,Loss/Total KLD Loss (Train),15.788999557495117,16.0,version_2
379,Loss/Total KLD Loss (Train),15.818894386291504,17.0,version_2
380,Loss/Total KLD Loss (Train),15.815254211425781,18.0,version_2
381,Loss/Total KLD Loss (Train),15.829225540161133,19.0,version_2
382,Loss/Total KLD Loss (Train),15.85891056060791,20.0,version_2
383,Loss/Total KLD Loss (Train),15.854996681213379,21.0,version_2
384,Loss/Total KLD Loss (Train),15.866006851196289,22.0,version_2
385,Loss/Total KLD Loss (Train),15.886780738830566,23.0,version_2
386,Loss/Total KLD Loss (Train),15.888388633728027,24.0,version_2
387,Loss/Total KLD Loss (Train),15.91199016571045,25.0,version_2
388,Loss/Total KLD Loss (Train),15.923017501831055,26.0,version_2
389,Loss/Total KLD Loss (Train),15.939852714538574,27.0,version_2
390,Loss/Total KLD Loss (Train),15.956993103027344,28.0,version_2
391,Loss/Total KLD Loss (Train),15.956230163574219,29.0,version_2
392,Loss/Total KLD Loss (Train),15.975981712341309,30.0,version_2
393,Loss/Total KLD Loss (Train),15.978562355041504,31.0,version_2
394,Loss/Total KLD Loss (Train),16.007549285888672,32.0,version_2
395,Loss/Total KLD Loss (Train),16.00458526611328,33.0,version_2
396,Loss/Total KLD Loss (Train),16.039382934570312,34.0,version_2
397,Loss/Total KLD Loss (Train),16.07628059387207,35.0,version_2
398,Loss/Total KLD Loss (Train),16.093570709228516,36.0,version_2
399,Loss/Total KLD Loss (Train),16.093002319335938,37.0,version_2
400,Loss/Total KLD Loss (Train),16.132543563842773,38.0,version_2
401,Loss/Total KLD Loss (Train),16.159683227539062,39.0,version_2
402,Loss/Total KLD Loss (Train),16.179401397705078,40.0,version_2
403,Loss/Total KLD Loss (Train),16.20656967163086,41.0,version_2
404,Loss/Total KLD Loss (Train),16.20797348022461,42.0,version_2
405,Loss/Total KLD Loss (Train),16.23395538330078,43.0,version_2
406,Loss/Total KLD Loss (Train),16.25509262084961,44.0,version_2
407,Loss/Total KLD Loss (Train),16.25373649597168,45.0,version_2
408,Loss/Total KLD Loss (Train),16.3061466217041,46.0,version_2
409,Loss/Total KLD Loss (Train),16.332077026367188,47.0,version_2
410,Loss/Total KLD Loss (Train),16.34432029724121,48.0,version_2
411,Loss/Total KLD Loss (Train),16.37669563293457,49.0,version_2
412,Loss/Total KLD Loss (Train),16.4194393157959,50.0,version_2
413,Loss/Total KLD Loss (Train),16.424121856689453,51.0,version_2
414,Loss/Total KLD Loss (Train),16.451812744140625,52.0,version_2
415,Loss/Total KLD Loss (Train),16.485599517822266,53.0,version_2
416,Loss/Total KLD Loss (Train),16.507476806640625,54.0,version_2
417,Loss/Total KLD Loss (Train),16.509016036987305,55.0,version_2
418,Loss/Total KLD Loss (Train),16.5350399017334,56.0,version_2
419,Loss/Total KLD Loss (Train),16.542089462280273,57.0,version_2
420,Loss/Total KLD Loss (Train),16.59442901611328,58.0,version_2
